Date,Open,High,Low,Close,Volume
2012-10-01,2.61078,2.64027,2.56704,2.57695,27043266.743469
2012-10-02,2.59284,2.59284,2.53304,2.55708,23011317.328601
2012-10-03,2.56552,2.60366,2.55774,2.56815,36685949.993295
2012-10-04,2.56815,2.56815,2.52598,2.55708,15377808.225922
2012-10-05,2.57914,2.62112,2.53877,2.55848,20347681.117102
2012-10-08,2.52598,2.54328,2.50431,2.51698,13512132.823922
2012-10-09,2.4889,2.50638,2.45455,2.49529,27956640.037377
2012-10-10,2.50206,2.50431,2.41823,2.42132,19484824.749511
2012-10-11,2.45219,2.48732,2.41885,2.44647,18531500.160938
2012-10-12,2.43164,2.45219,2.41755,2.44984,35983505.902156
2012-10-15,2.45888,2.4784,2.43672,2.46609,23076457.855976
2012-10-16,2.4738,2.56967,2.46874,2.55221,25038906.775262
2012-10-17,2.53256,2.5705,2.51698,2.53417,18050167.474033
2012-10-18,2.53098,2.55586,2.51193,2.52946,17164699.376614
2012-10-19,2.5349,2.53944,2.44449,2.46609,25692261.152427
2012-10-22,2.48732,2.50234,2.45126,2.48149,17103893.740449
2012-10-23,2.44863,2.47755,2.43831,2.46938,14742602.877312
2012-10-24,2.49106,2.49529,2.42132,2.43164,18199833.054585
2012-10-25,2.45689,2.50638,2.45455,2.50338,20722771.691425
2012-10-26,2.50338,2.52517,2.48149,2.51331,16990377.10527
2012-10-31,2.49755,2.50338,2.43793,2.45379,30757203.426758
2012-11-01,2.47305,2.5675,2.45549,2.563,25203707.197117
2012-11-02,2.5784,2.58899,2.52121,2.52355,25874539.600021
2012-11-05,2.45126,2.55708,2.45042,2.54956,18684169.277907
2012-11-06,2.55221,2.62112,2.54176,2.62112,26981332.118441
2012-11-07,2.58392,2.60843,2.51793,2.5229,27931280.391257
2012-11-08,2.59962,2.59962,2.51331,2.51399,17855097.369574
2012-11-09,2.52598,2.52598,2.483,2.48732,19093789.870174
2012-11-12,2.49463,2.51442,2.46778,2.49699,10238970.435088
2012-11-13,2.4709,2.51248,2.46506,2.47229,14958484.719915
2012-11-14,2.50206,2.51793,2.44205,2.45379,16224816.146043
2012-11-15,2.45728,2.46798,2.38347,2.39596,18500122.791146
2012-11-16,2.39305,2.40565,2.35362,2.37277,32152846.681346
2012-11-19,2.39802,2.43859,2.37813,2.43286,22429834.808652
2012-11-20,2.47529,2.48732,2.41455,2.43754,16023941.334682
2012-11-21,2.4351,2.44854,2.41605,2.43831,10500469.818361
2012-11-23,2.45042,2.50638,2.44074,2.49259,11006129.020068
2012-11-26,2.49755,2.54393,2.48214,2.5289,22292769.169871
2012-11-27,2.51569,2.56552,2.49605,2.5349,27656265.094111
2012-11-28,2.49755,2.57294,2.49699,2.56609,22901187.660019
2012-11-29,2.59199,2.63227,2.57914,2.60759,25658082.612147
2012-11-30,2.56967,2.6319,2.51857,2.60759,56040088.9562
2012-12-03,2.62928,2.64326,2.57294,2.58608,23560836.68265
2012-12-04,2.59453,2.61237,2.57705,2.59453,22745525.657471
2012-12-05,2.60308,2.61237,2.563,2.56552,21367669.302936
2012-12-06,2.5705,2.61154,2.56017,2.60928,16114441.508177
2012-12-07,2.54328,2.5675,2.52215,2.54438,114480674.51151
2012-12-10,2.55415,2.56478,2.53352,2.55934,36133927.692234
2012-12-11,2.575,2.59126,2.5505,2.5675,58719775.981099
2012-12-12,2.58478,2.59126,2.55934,2.56815,66323729.007346
2012-12-13,2.61304,2.61376,2.50763,2.51577,88661171.554456
2012-12-14,2.47602,2.48366,2.27724,2.32478,132218721.57275
2012-12-17,2.33526,2.38922,2.31589,2.38846,94539649.667223
2012-12-18,2.40648,2.42647,2.366,2.40913,55469699.490454
2012-12-19,2.41054,2.42647,2.38449,2.38846,33516230.068689
2012-12-20,2.39271,2.40695,2.34573,2.38168,31862086.056436
2012-12-21,2.32485,2.35676,2.31507,2.34119,46965251.595583
2012-12-24,2.33599,2.33902,2.31287,2.32551,10707857.085405
2012-12-26,2.3309,2.35656,2.29712,2.30544,21884293.274758
2012-12-27,2.32035,2.35109,2.29156,2.34204,36893959.201696
2012-12-28,2.31902,2.34977,2.31129,2.32551,26274641.649322
2012-12-31,2.33902,2.37269,2.31212,2.36309,35686211.717065
2013-01-02,2.42092,2.46829,2.40695,2.4295,49178167.604543
2013-01-03,2.42348,2.46205,2.41441,2.44197,31201547.648888
2013-01-04,2.4413,2.44639,2.40338,2.42647,36314604.996091
2013-01-07,2.42035,2.42564,2.39659,2.41291,22530576.753898
2013-01-08,2.4227,2.4413,2.39563,2.39659,28086088.001683
2013-01-09,2.42647,2.46073,2.4159,2.4496,39454027.760864
2013-01-10,2.4979,2.50763,2.46507,2.50263,59725034.085836
2013-01-11,2.50433,2.56566,2.50026,2.56405,64118784.56599
2013-01-14,2.5117,2.58474,2.5117,2.58085,65976217.635351
2013-01-15,2.56055,2.57113,2.52492,2.52886,45186406.105517
2013-01-16,2.52434,2.58395,2.52141,2.58019,37059358.765077
2013-01-17,2.5967,2.61104,2.58236,2.59885,28214604.925018
2013-01-18,2.58474,2.59424,2.56123,2.57113,25220974.573024
2013-01-22,2.572,2.58386,2.56311,2.57113,18495891.492749
2013-01-23,2.60111,2.61304,2.5513,2.56972,30530220.00928
2013-01-24,2.51667,2.56123,2.50763,2.53321,59693323.494164
2013-01-25,2.52572,2.55953,2.52492,2.55039,46998520.160844
2013-01-28,2.5685,2.5782,2.54669,2.57435,51516336.211225
2013-01-29,2.56055,2.59114,2.55198,2.58085,31786190.485926
2013-01-30,2.57509,2.63755,2.57471,2.6165,33733286.525055
2013-01-31,2.65189,2.69437,2.63172,2.67057,90763333.658677
2013-02-01,2.68707,2.7104,2.67425,2.70721,37467505.451342
2013-02-04,2.66907,2.70332,2.62369,2.62669,58131131.718992
2013-02-05,2.63331,2.65558,2.61717,2.64378,39368053.055102
2013-02-06,2.63038,2.67218,2.6199,2.66066,27874585.138242
2013-02-07,2.66066,2.66066,2.57859,2.61027,56837801.671609
2013-02-08,2.63407,2.65264,2.6165,2.6369,44154858.014787
2013-02-11,2.64132,2.66465,2.61304,2.64302,40180806.542059
2013-02-12,2.62795,2.63915,2.5967,2.62369,41821819.062641
2013-02-13,2.62728,2.64981,2.6048,2.62595,35614502.53817
2013-02-14,2.61952,2.66312,2.61246,2.66066,43358722.912769
2013-02-15,2.65473,2.67143,2.6117,2.62369,33908977.192886
2013-02-19,2.61304,2.65404,2.59839,2.65371,32675592.034039
2013-02-20,2.64908,2.66775,2.58848,2.58848,44551155.623013
2013-02-21,2.57359,2.58895,2.46073,2.51377,82846665.744941
2013-02-22,2.53603,2.57359,2.51667,2.54508,25399526.824996
2013-02-25,2.54802,2.55546,2.45922,2.45999,41028259.38635
2013-02-26,2.47348,2.49377,2.43839,2.47348,46285000.052838
2013-02-27,2.52346,2.56603,2.51082,2.51519,48180195.434406
2013-02-28,2.51519,2.56123,2.4882,2.55508,46592207.008122
2013-03-01,2.53253,2.54508,2.4832,2.51577,42191652.316788
2013-03-04,2.50536,2.51577,2.46433,2.50433,22775984.090185
2013-03-05,2.52207,2.56528,2.51441,2.56311,40864841.734948
2013-03-06,2.56055,2.59593,2.55433,2.59114,32961920.023551
2013-03-07,2.5898,2.62273,2.5685,2.61104,41175885.332675
2013-03-08,2.6165,2.64378,2.6117,2.63331,26370048.984294
2013-03-11,2.61888,2.66247,2.61104,2.63254,37734183.896414
2013-03-12,2.62963,2.65293,2.61304,2.64662,30105221.77196
2013-03-13,2.64908,2.6951,2.63254,2.68707,36826012.476024
2013-03-14,2.69145,2.76106,2.68982,2.7372,58195941.300569
2013-03-15,2.73994,2.74587,2.67369,2.68776,46137935.824881
2013-03-18,2.65632,2.68028,2.6165,2.63254,38426358.706416
2013-03-19,2.64227,2.67425,2.61596,2.63538,44736490.889246
2013-03-20,2.66388,2.6936,2.63915,2.68264,39694655.19179
2013-03-21,2.65793,2.68388,2.63661,2.66907,37059051.409743
2013-03-22,2.68501,2.70503,2.65539,2.68717,23056217.965321
2013-03-25,2.69228,2.6937,2.64585,2.66596,17170872.050614
2013-03-26,2.6769,2.70059,2.66907,2.68651,12731050.065779
2013-03-27,2.66228,2.68181,2.64585,2.67482,19798908.532374
2013-03-28,2.68717,2.69672,2.66312,2.69446,19638437.252792
2013-04-01,2.68842,2.70188,2.64105,2.65247,24648795.524691
2013-04-02,2.66965,2.67284,2.60982,2.61753,30669197.612421
2013-04-03,2.61753,2.63254,2.55925,2.57509,24377517.348073
2013-04-04,2.5798,2.60273,2.54885,2.59708,20448329.155608
2013-04-05,2.55264,2.58349,2.50177,2.57678,19250289.86014
2013-04-08,2.57584,2.60209,2.54952,2.6015,16462439.203304
2013-04-09,2.60518,2.63661,2.56858,2.61065,21327376.008514
2013-04-10,2.61274,2.66455,2.61133,2.65539,19741136.328094
2013-04-11,2.645,2.69578,2.62775,2.67415,24357571.04676
2013-04-12,2.66455,2.6669,2.59415,2.62009,21482707.035101
2013-04-15,2.60273,2.6068,2.53131,2.53537,32820737.940775
2013-04-16,2.55782,2.59708,2.54103,2.59547,29964569.612174
2013-04-17,2.53321,2.53452,2.42289,2.43215,85282647.536964
2013-04-18,2.48413,2.49781,2.34515,2.35488,54700007.545596
2013-04-19,2.34781,2.39271,2.31402,2.34618,49536024.599133
2013-04-22,2.35394,2.38988,2.2943,2.37015,48490433.54919
2013-04-23,2.39128,2.43346,2.38081,2.42969,34029280.309889
2013-04-24,2.42969,2.46469,2.40526,2.44828,42723853.974817
2013-04-25,2.46235,2.49101,2.44139,2.44895,33475807.543074
2013-04-26,2.44593,2.44593,2.39894,2.40997,41229174.388466
2013-04-29,2.42817,2.46101,2.41686,2.44139,27219218.77907
2013-04-30,2.43704,2.43704,2.36789,2.39894,69962213.572255
2013-05-01,2.40648,2.40734,2.34554,2.35089,50416004.116499
2013-05-02,2.36789,2.41912,2.35026,2.40867,44114997.207541
2013-05-03,2.43026,2.43102,2.39063,2.39271,62512534.9935
2013-05-06,2.40574,2.46942,2.39894,2.46178,43763573.478039
2013-05-07,2.47074,2.473,2.43704,2.44224,22520222.058689
2013-05-08,2.44895,2.51577,2.44479,2.51422,33889592.609942
2013-05-09,2.51308,2.55782,2.50686,2.54196,40229580.653984
2013-05-10,2.54885,2.56225,2.53886,2.55649,20842687.245694
2013-05-13,2.53915,2.56142,2.52131,2.52337,19920960.395241
2013-05-14,2.52037,2.53847,2.50177,2.52931,21234798.462305
2013-05-15,2.52632,2.56603,2.51725,2.56537,22578852.738211
2013-05-16,2.56491,2.59076,2.54431,2.56727,32972794.043288
2013-05-17,2.58877,2.61065,2.57906,2.58414,36563319.051829
2013-05-20,2.56991,2.5932,2.56991,2.58499,18493358.46086
2013-05-21,2.59792,2.63661,2.58499,2.63377,27635632.263964
2013-05-22,2.62576,2.645,2.56915,2.59369,45130001.10255
2013-05-23,2.56991,2.5783,2.53991,2.54952,38037162.066246
2013-05-24,2.54142,2.55925,2.52764,2.55925,20141842.895589
2013-05-28,2.59142,2.59792,2.55264,2.58499,27870250.368191
2013-05-29,2.5798,2.60444,2.56319,2.58414,30353660.267747
2013-05-30,2.71688,2.86917,2.70965,2.83871,110060415.71876
2013-05-31,2.80127,2.87212,2.78559,2.83183,44542539.075208
2013-06-03,2.82787,2.83183,2.74625,2.79965,36252593.407897
2013-06-04,2.80692,2.86627,2.80617,2.83701,44123179.218495
2013-06-05,2.83276,2.83495,2.76361,2.7771,20010061.64664
2013-06-06,2.79136,2.79362,2.7354,2.75833,39611086.336397
2013-06-07,2.75917,2.80127,2.71315,2.79889,40945729.180016
2013-06-10,2.81465,2.81522,2.76144,2.76417,35119459.080142
2013-06-11,2.73436,2.75917,2.72144,2.72388,28909673.114541
2013-06-12,2.75133,2.75296,2.68105,2.70059,28386978.274936
2013-06-13,2.69823,2.80541,2.68916,2.80154,38552236.613264
2013-06-14,2.80409,2.85382,2.7972,2.83788,28824419.104042
2013-06-17,2.85382,2.89448,2.84863,2.87579,32751826.755262
2013-06-18,2.87202,2.9294,2.8673,2.92553,36269826.503504
2013-06-19,2.92107,2.93468,2.87429,2.87429,31834922.20401
2013-06-20,2.84694,2.86419,2.78748,2.79797,41905483.304172
2013-06-21,2.79643,2.82966,2.76455,2.8222,106017919.39276
2013-06-24,2.79192,2.79266,2.72541,2.76994,48819950.262319
2013-06-25,2.80323,2.83788,2.77898,2.80078,34463340.230323
2013-06-26,2.82288,2.84776,2.79266,2.8122,27366060.439369
2013-06-27,2.82966,2.85664,2.81522,2.81739,34913944.34648
2013-06-28,2.79333,2.83993,2.7753,2.8222,30460959.074594
2013-07-01,2.85739,2.8591,2.81909,2.83947,35957267.326028
2013-07-02,2.86513,2.94288,2.85552,2.90533,53481513.222744
2013-07-03,2.89836,2.93468,2.87871,2.91325,20156150.816297
2013-07-05,2.91551,2.95798,2.88098,2.93015,19135847.691396
2013-07-08,2.93901,2.94663,2.80758,2.81389,29991892.441495
2013-07-09,2.84776,2.86646,2.8222,2.83701,18351190.721324
2013-07-10,2.83701,2.89523,2.82645,2.89352,22991143.42225
2013-07-11,2.83362,2.91411,2.82966,2.91325,22211573.712873
2013-07-12,2.92107,2.94288,2.92025,2.94044,24293959.091139
2013-07-15,2.94117,2.95052,2.86569,2.86946,28545605.422516
2013-07-16,2.88098,2.95476,2.88098,2.93468,41397382.543691
2013-07-17,2.94505,3.00016,2.93381,2.93836,31777754.111938
2013-07-18,2.92553,2.93516,2.82728,2.83881,49074684.243216
2013-07-19,2.85004,2.88031,2.83145,2.85739,23520207.936184
2013-07-22,2.88637,2.88637,2.83438,2.85295,13071631.570923
2013-07-23,2.87504,2.88098,2.83183,2.83947,21855539.653366
2013-07-24,2.81389,2.86786,2.78267,2.78504,27161382.984032
2013-07-25,2.75587,2.79192,2.74031,2.78597,33792033.787635
2013-07-26,2.75785,2.78201,2.74436,2.77672,16233756.236555
2013-07-29,2.76455,2.78597,2.74663,2.76256,17344273.451131
2013-07-30,2.77446,2.79333,2.74362,2.78201,15433106.190668
2013-07-31,2.79418,2.79797,2.76031,2.76927,17479795.956383
2013-08-01,2.79569,2.83276,2.7805,2.82353,25827418.441838
2013-08-02,2.81522,2.83042,2.78823,2.83042,20114880.4139
2013-08-05,2.81013,2.82353,2.7903,2.79493,15594393.551654
2013-08-06,2.78823,2.78955,2.77077,2.78267,14223239.01408
2013-08-07,2.79107,2.81665,2.76927,2.81522,23888917.753592
2013-08-08,2.83881,2.83881,2.81455,2.81739,25691058.658263
2013-08-09,2.80674,2.81163,2.7738,2.7805,18355334.7191
2013-08-12,2.78114,2.85382,2.77419,2.84607,13086670.785355
2013-08-13,2.85664,2.87795,2.81739,2.87034,18217734.915731
2013-08-14,2.86154,2.86419,2.80467,2.81013,20227828.199813
2013-08-15,2.72397,2.78882,2.69897,2.71935,33261527.88317
2013-08-16,2.71568,2.74482,2.70975,2.7371,17938963.628045
2013-08-19,2.74191,2.74869,2.72397,2.7371,30791450.846023
2013-08-20,2.74362,2.80078,2.73888,2.77765,23069508.433889
2013-08-21,2.76605,2.79266,2.74663,2.76256,19107348.43304
2013-08-22,2.73456,2.80323,2.72397,2.7638,13165788.287639
2013-08-23,2.77765,2.79682,2.75455,2.7738,24268607.575338
2013-08-26,2.78955,2.8474,2.78201,2.82966,18411220.397539
2013-08-27,2.85664,2.85664,2.74436,2.76031,39191175.359774
2013-08-28,2.93901,2.97845,2.86154,2.88994,89813054.557568
2013-08-29,2.89222,2.9444,2.87871,2.94044,47624443.998738
2013-08-30,2.94117,2.94353,2.8907,2.9077,33210400.913176
2013-09-03,2.9306,2.95467,2.87212,2.89543,22982887.22208
2013-09-04,2.91203,2.95421,2.88127,2.94279,16673316.757616
2013-09-05,2.95525,2.95948,2.92298,2.92854,19036052.594076
2013-09-06,2.95798,2.95798,2.88637,2.91109,22723500.517338
2013-09-09,2.93468,2.9444,2.91629,2.92721,21679827.788615
2013-09-10,2.9444,2.99477,2.94044,2.9942,32245167.38531
2013-09-11,2.96183,2.97949,2.92025,2.96336,31693061.819808
2013-09-12,2.96929,2.97892,2.91496,2.94663,26498629.498388
2013-09-13,2.95618,2.96553,2.92165,2.94363,19179131.801154
2013-09-16,2.97221,2.99554,2.94743,2.96553,28594856.465131
2013-09-17,3.01864,3.06507,2.99948,3.04666,49047138.84624
2013-09-18,3.0545,3.08933,3.02534,3.08846,31139260.500739
2013-09-19,3.09461,3.09847,3.04894,3.09461,32942291.676032
2013-09-20,3.1249,3.23348,3.10072,3.16046,114925225.34245
2013-09-23,3.24208,3.24208,3.15056,3.17961,39124235.487781
2013-09-24,3.17811,3.23415,3.16225,3.22057,39213124.769986
2013-09-25,3.22916,3.23498,3.14565,3.20547,27136020.869768
2013-09-26,3.22528,3.2399,3.19255,3.21009,22218483.908652
2013-09-27,3.19792,3.24784,3.17811,3.24264,28967551.303417
2013-09-30,3.19715,3.28755,3.18726,3.2717,46388441.020325
2013-10-01,3.27603,3.31312,3.26329,3.29729,36093648.306523
2013-10-02,3.27086,3.29963,3.26103,3.29663,22867618.373473
2013-10-03,3.29512,3.31028,3.25255,3.28849,30044248.832826
2013-10-04,3.29729,3.3203,3.28755,3.30359,22708281.129088
2013-10-07,3.28058,3.30359,3.25623,3.26557,19206910.364246
2013-10-08,3.27359,3.30104,3.21678,3.23498,28549664.632614
2013-10-09,3.26329,3.26998,3.17649,3.20472,36336172.861749
2013-10-10,3.28905,3.31641,3.23311,3.30416,42749035.915262
2013-10-11,3.28472,3.30359,3.2483,3.28755,24991761.683287
2013-10-14,3.2752,3.36473,3.26633,3.35908,26576655.359314
2013-10-15,3.36189,3.37482,3.30953,3.32161,24704649.407752
2013-10-16,3.34766,3.38672,3.33124,3.37953,22410739.969126
2013-10-17,3.34813,3.42711,3.34143,3.42455,30663114.096506
2013-10-18,3.51457,3.51457,3.42127,3.49797,36101533.560601
2013-10-21,3.50447,3.58496,3.49713,3.57306,57101968.281714
2013-10-22,3.57382,3.57382,3.52826,3.55939,62960404.707032
2013-10-23,3.53193,3.53693,3.39539,3.4471,74626998.464454
2013-10-24,3.43871,3.47032,3.41418,3.45464,39530506.246663
2013-10-25,3.43114,3.48569,3.43078,3.46531,28853745.042263
2013-10-28,3.4438,3.47465,3.43399,3.45607,25081180.888479
2013-10-29,3.48333,3.51457,3.46135,3.47823,29181756.774103
2013-10-30,3.49797,3.49797,3.37192,3.40606,27310524.510103
2013-10-31,3.41737,3.46362,3.41719,3.4501,22905179.314947
2013-11-01,3.47757,3.4842,3.38466,3.39625,29067198.022304
2013-11-04,3.42417,3.44031,3.38672,3.42049,18317572.406892
2013-11-05,3.42049,3.43258,3.38604,3.41965,16438995.410263
2013-11-06,3.43114,3.45464,3.41511,3.44542,13806730.143048
2013-11-07,3.44465,3.45532,3.30953,3.31549,42544697.610636
2013-11-08,3.34143,3.37114,3.27283,3.36793,47495842.287726
2013-11-11,3.38502,3.38502,3.33304,3.35718,12035674.520924
2013-11-12,3.38388,3.43114,3.36473,3.42711,17695220.249944
2013-11-13,3.36793,3.44634,3.36793,3.44634,12987606.981759
2013-11-14,3.40965,3.42417,3.23348,3.2617,78559292.005633
2013-11-15,3.26407,3.40313,3.25708,3.38757,63691242.698324
2013-11-18,3.38757,3.39625,3.32973,3.33831,17726846.053938
2013-11-19,3.32926,3.36067,3.25972,3.2617,16191712.146593
2013-11-20,3.28472,3.28547,3.22368,3.24264,14596760.53223
2013-11-21,3.2602,3.28208,3.24413,3.26935,20322228.681104
2013-11-22,3.26998,3.3049,3.2617,3.28849,14773023.516891
2013-11-25,3.33623,3.34143,3.29574,3.31962,21068847.779015
2013-11-26,3.33709,3.40673,3.30716,3.3985,24638737.586358
2013-11-27,3.37953,3.40313,3.32104,3.39228,25132551.623051
2013-11-29,3.41645,3.42417,3.39154,3.3972,15012718.283355
2013-12-02,3.45464,3.50919,3.41286,3.41737,32199858.969737
2013-12-03,3.41201,3.41511,3.38757,3.4005,21318399.113077
2013-12-04,3.37785,3.40965,3.37339,3.37953,34824207.187492
2013-12-05,3.45778,3.62081,3.42219,3.6142,60501943.581807
2013-12-06,3.66865,3.66865,3.56543,3.56618,36279290.928092
2013-12-09,3.56543,3.61015,3.53523,3.59722,27282555.174735
2013-12-10,3.59722,3.60063,3.52967,3.53872,21063612.139881
2013-12-11,3.55127,3.56852,3.49797,3.50163,17139543.003493
2013-12-12,3.52749,3.53033,3.47286,3.47465,18011213.328389
2013-12-13,3.49561,3.50447,3.46287,3.46664,20904274.895496
2013-12-16,3.77584,3.83887,3.67251,3.8047,160037177.268
2013-12-17,3.82366,4.14183,3.8197,4.0674,114837247.52779
2013-12-18,4.07796,4.07796,3.96823,4.055,56079174.518765
2013-12-19,4.04001,4.04454,3.91482,3.92482,39798170.348495
2013-12-20,3.92415,3.9686,3.91622,3.94068,37939656.236236
2013-12-23,3.98877,3.98877,3.95217,3.9721,17022853.961276
2013-12-24,3.99106,4.02784,3.98529,4.01473,9762050.5343236
2013-12-26,4.03087,4.04001,4.00284,4.0224,9187709.4001948
2013-12-27,4.0353,4.04823,4.01398,4.027,10540306.034686
2013-12-30,4.02784,4.03238,3.98207,4.02104,14366138.047342
2013-12-31,4.03379,4.06662,4.00871,4.03447,11342439.864942
2014-01-02,4.03238,4.03457,3.95916,4.01708,19053455.26504
2014-01-03,4.00201,4.04088,3.96418,4.03238,15284017.656894
2014-01-06,4.02851,4.07437,4.00021,4.00492,16557539.18294
2014-01-07,4.03011,4.04823,4.00492,4.04304,17507786.488672
2014-01-08,4.05219,4.1138,4.03313,4.10314,30101925.650968
2014-01-09,4.12022,4.13304,4.02549,4.06105,16172210.980591
2014-01-10,4.11551,4.12172,4.03379,4.06662,21874881.84247
2014-01-13,4.09126,4.10314,3.99728,4.01616,18274542.660171
2014-01-14,4.06823,4.26044,4.02379,4.21693,45683028.734053
2014-01-15,4.24818,4.3628,4.23608,4.34657,35631566.058421
2014-01-16,4.33073,4.34583,4.20778,4.22911,31566155.86236
2014-01-17,4.21608,4.30468,4.21393,4.28334,40867650.326791
2014-01-21,4.31836,4.33525,4.26345,4.28107,21751685.345948
2014-01-22,4.28827,4.3628,4.26125,4.36045,33455893.037141
2014-01-23,4.32619,4.36045,4.25278,4.27656,20382099.380422
2014-01-24,4.25805,4.27184,4.13174,4.15751,23218332.00617
2014-01-27,4.16737,4.21543,4.1003,4.15419,27567092.024544
2014-01-28,4.15071,4.18118,4.04088,4.17476,33058747.552133
2014-01-29,4.11551,4.26789,4.07211,4.12523,31420437.638796
2014-01-30,4.18258,4.21693,4.12702,4.19985,15713477.845781
2014-01-31,4.10721,4.21845,4.10721,4.16919,20686095.002392
2014-02-03,4.18118,4.20939,4.04088,4.0638,14969677.938173
2014-02-04,4.08294,4.13258,4.05141,4.12099,17676927.308357
2014-02-05,4.13258,4.1756,4.05832,4.11861,11818416.693821
2014-02-06,4.11927,4.26269,4.09126,4.21185,23661813.957351
2014-02-07,4.23231,4.33665,4.20636,4.31609,22362199.023316
2014-02-10,4.28742,4.3095,4.24005,4.29618,16182936.621892
2014-02-11,4.28827,4.43734,4.28742,4.43037,22732053.474382
2014-02-12,4.44046,4.56253,4.44046,4.49706,33898315.142344
2014-02-13,4.38178,4.54066,4.37799,4.50743,29639589.039832
2014-02-14,4.38724,4.45423,4.38252,4.4313,36943496.402724
2014-02-18,4.46433,4.46433,4.4046,4.45347,20802699.256931
2014-02-19,4.43971,4.45734,4.38648,4.40253,19148311.480104
2014-02-20,4.42772,4.50376,4.40253,4.50167,29203875.759671
2014-02-21,4.53444,4.53971,4.45582,4.46716,23589288.697053
2014-02-24,4.46433,4.57718,4.46433,4.54499,27116286.537652
2014-02-25,4.57783,4.57783,4.45508,4.50167,35342440.075527
2014-02-26,4.6083,4.84411,4.57576,4.72295,64386088.32019
2014-02-27,4.70738,4.74711,4.63738,4.68314,21573927.978458
2014-02-28,4.66577,4.72814,4.63821,4.70738,19961329.928557
2014-03-03,4.69152,4.76645,4.64284,4.7104,20105341.800095
2014-03-04,4.76863,4.89071,4.75191,4.83353,48196591.251692
2014-03-05,4.819,4.90053,4.80212,4.81277,32315922.702826
2014-03-06,4.82883,4.87619,4.8106,4.85562,15940475.657424
2014-03-07,4.8455,4.87911,4.76504,4.78767,19833586.692785
2014-03-10,4.80127,4.83909,4.76636,4.79145,17718823.019881
2014-03-11,4.80513,4.85626,4.71568,4.73191,21220872.08615
2014-03-12,4.71307,4.83004,4.61208,4.82061,30929463.989326
2014-03-13,4.83732,4.92109,4.73361,4.78238,46367074.525401
2014-03-14,4.78908,4.82561,4.74645,4.78238,18268925.476484
2014-03-17,4.80899,4.8824,4.78852,4.83825,18306931.553269
2014-03-18,4.86487,4.9046,4.81137,4.89015,17107779.419521
2014-03-19,4.9046,4.97138,4.88769,4.93525,22919254.069538
2014-03-20,4.93912,5.01035,4.92693,5.00412,26057489.806818
2014-03-21,5.01563,5.04403,4.87629,4.89627,30365138.399692
2014-03-24,4.90629,4.93129,4.77768,4.83985,32379831.41532
2014-03-25,4.88024,4.97874,4.84864,4.90383,21070872.084834
2014-03-26,4.93382,4.97138,4.75985,4.81277,37082495.202784
2014-03-27,4.80948,4.83533,4.73851,4.81042,32949127.682591
2014-03-28,4.82627,4.9558,4.8173,4.91212,18701268.446434
2014-03-31,4.94232,5.00553,4.92242,4.93525,19340048.216046
2014-04-01,4.94374,5.00025,4.92073,4.98432,28661817.534043
2014-04-02,4.91384,5.00412,4.89184,4.95289,27379859.634008
2014-04-03,4.95289,5.02508,4.86354,4.89843,28178813.926329
2014-04-04,4.94685,4.96062,4.60039,4.73539,50676302.288783
2014-04-07,4.6738,4.74607,4.50763,4.62501,56475896.065382
2014-04-08,4.64509,4.67246,4.60122,4.61047,28783805.806151
2014-04-09,4.67709,4.79362,4.67709,4.78673,25130696.892588
2014-04-10,4.79276,4.79276,4.56821,4.58689,26617745.587894
2014-04-11,4.55472,4.59424,4.47953,4.48472,28585180.071349
2014-04-14,4.48472,4.56454,4.45263,4.5069,25343121.822029
2014-04-15,4.52547,4.54849,4.38809,4.51631,32645100.265242
2014-04-16,4.55576,4.55576,4.45263,4.54453,23381855.642169
2014-04-17,4.5468,4.72465,4.51472,4.66586,24916544.414202
2014-04-21,4.67323,4.76494,4.66039,4.7422,16391355.333535
2014-04-22,4.72087,4.88769,4.72087,4.86098,29794612.711085
2014-04-23,4.90233,4.95073,4.88694,4.94995,35215873.268792
2014-04-24,5.01724,5.01724,4.86854,5.0096,35914216.382388
2014-04-25,4.96913,4.9828,4.76532,4.77683,25144093.345755
2014-04-28,4.82052,4.82126,4.6219,4.65718,40075987.774802
2014-04-29,4.64587,4.71617,4.59763,4.66794,28263273.052343
2014-04-30,4.62577,4.87835,4.62577,4.86552,33116880.104045
2014-05-01,4.82126,4.97307,4.79523,4.86487,24618314.354354
2014-05-02,4.97922,4.97961,4.84119,4.92468,17496817.082796
2014-05-05,4.894,4.93827,4.82883,4.92318,17658104.443782
2014-05-06,5.205,5.21623,5.0764,5.15989,166792518.95095
2014-05-07,5.19131,5.25719,5.08394,5.11942,731209191.74761
2014-05-08,5.11942,5.28169,5.1113,5.20651,70082484.893878
2014-05-09,5.2532,5.2532,5.10913,5.16509,50505985.040061
2014-05-12,5.205,5.30068,5.16509,5.29701,35751583.017011
2014-05-13,5.30812,5.31313,5.2532,5.2686,30043803.697514
2014-05-14,5.2519,5.33322,5.17594,5.24973,39469851.261323
2014-05-15,5.26172,5.28311,5.14255,5.205,41884413.566123
2014-05-16,5.21708,5.28169,5.15848,5.24746,67921162.187144
2014-05-19,5.29474,5.31823,5.22123,5.23491,49317473.759936
2014-05-20,5.23811,5.23943,5.12724,5.17386,37958532.093111
2014-05-21,5.17386,5.24416,5.16216,5.24151,22050318.147268
