Date,Open,High,Low,Close,Volume
2009-10-22,1.18348,1.18348,1.13126,1.17981,13570350.306368
2009-10-23,1.16884,1.18891,1.15364,1.16318,15649617.620723
2009-10-26,1.15296,1.16817,1.14574,1.14771,2240052.37015
2009-10-27,1.15598,1.15868,1.10574,1.11955,4536681.9936379
2009-10-28,1.12329,1.12329,1.07916,1.08179,8582903.5319011
2009-10-29,1.08331,1.1015,1.06677,1.08978,16328502.057422
2009-10-30,1.09419,1.10095,1.07776,1.08706,3837560.9640652
2009-11-02,1.09419,1.09419,1.06677,1.07776,3816142.1281347
2009-11-03,1.06368,1.07419,1.04659,1.05006,5017695.1553925
2009-11-04,1.05795,1.10488,1.0386,1.0711,11111689.478997
2009-11-05,1.08836,1.14056,1.07626,1.11025,3782229.8588149
2009-11-06,1.11025,1.137,1.07776,1.10808,3552651.0380891
2009-11-09,1.10574,1.14056,1.09351,1.13484,3489928.2510209
2009-11-10,1.137,1.137,1.10021,1.11955,2025299.5164135
2009-11-11,1.12563,1.12563,1.09578,1.11315,2117045.837997
2009-11-12,1.11589,1.15598,1.11589,1.13034,1792653.2542416
2009-11-13,1.13126,1.14151,1.11653,1.12901,856913.19979091
2009-11-16,1.13249,1.17445,1.12563,1.15998,2151607.8084564
2009-11-17,1.14705,1.17324,1.12901,1.16452,1358056.4460349
2009-11-18,1.17023,1.17023,1.14574,1.16179,1593525.1803706
2009-11-19,1.14771,1.15146,1.10488,1.12818,1608510.909935
2009-11-20,1.12743,1.134,1.10947,1.11868,5846298.4268377
2009-11-23,1.12631,1.13126,1.09813,1.10095,6419771.5163454
2009-11-24,1.09419,1.1109,1.08778,1.10574,7213290.9262518
2009-11-25,1.11457,1.15813,1.11315,1.12329,1867060.0109843
2009-11-27,1.09655,1.15071,1.091,1.1493,849787.78893193
2009-11-30,1.15004,1.15868,1.10488,1.1493,3814906.6308857
2009-12-01,1.1522,1.18423,1.1522,1.1568,5765405.3095373
2009-12-02,1.16179,1.16743,1.11457,1.13126,11680167.325317
2009-12-03,1.12901,1.15512,1.12901,1.15426,7008059.922004
2009-12-04,1.18826,1.2107,1.13034,1.19709,13065287.551609
2009-12-07,1.19569,1.22694,1.19569,1.22243,4258364.936603
2009-12-08,1.20357,1.22958,1.19936,1.21401,3441722.5566296
2009-12-09,1.20357,1.21811,1.18423,1.21811,1333303.8976996
2009-12-10,1.21738,1.23098,1.21401,1.21521,3524724.5399242
2009-12-11,1.2095,1.21005,1.19277,1.20151,1066873.1762682
2009-12-14,1.21314,1.22498,1.2095,1.22085,3101247.2069595
2009-12-15,1.22085,1.22498,1.2107,1.21314,1937462.0525059
2009-12-16,1.22328,1.24133,1.21314,1.23183,4355553.8365857
2009-12-17,1.22564,1.23041,1.16948,1.18216,2055313.5788957
2009-12-18,1.1814,1.21738,1.17595,1.1877,5765490.5162441
2009-12-21,1.21661,1.22085,1.18553,1.19483,1990535.1800251
2009-12-22,1.19569,1.2124,1.17595,1.2124,4315123.2541929
2009-12-23,1.21401,1.22018,1.20668,1.21607,3082959.7175052
2009-12-24,1.21156,1.23183,1.21156,1.21607,423850.11230724
2009-12-28,1.21401,1.29004,1.21401,1.25935,10975124.429619
2009-12-29,1.26985,1.28122,1.26094,1.2704,3140325.1328811
2009-12-30,1.25444,1.28844,1.25444,1.28197,4174287.2186347
2009-12-31,1.27613,1.32534,1.27613,1.32534,7669711.3022465
2010-01-04,1.32583,1.36974,1.30496,1.36665,7433049.6740151
2010-01-05,1.37323,1.39445,1.31164,1.37716,4154189.0866603
2010-01-06,1.37323,1.39849,1.34693,1.38749,7355660.6825331
2010-01-07,1.3799,1.38918,1.35145,1.37914,3749744.8018343
2010-01-08,1.36974,1.39849,1.36581,1.38918,3999751.9305237
2010-01-11,1.39153,1.41687,1.37914,1.39782,7074872.6310002
2010-01-12,1.38676,1.38676,1.35801,1.37716,12649127.344594
2010-01-13,1.37407,1.37407,1.32272,1.33454,13024420.284844
2010-01-14,1.33905,1.36749,1.31492,1.33532,14701682.356356
2010-01-15,1.34514,1.34514,1.31492,1.32206,2210336.5311417
2010-01-19,1.29708,1.31492,1.25371,1.29061,5260662.0799295
2010-01-20,1.28338,1.30496,1.26374,1.30168,2673200.6643406
2010-01-21,1.2951,1.33979,1.28929,1.30306,4671212.7328904
2010-01-22,1.29558,1.30872,1.25935,1.2723,12743610.931634
2010-01-25,1.28065,1.29004,1.26544,1.27897,3605969.1348905
2010-01-26,1.23416,1.3045,1.22018,1.28685,10561680.186384
2010-01-27,1.27832,1.30082,1.24985,1.26158,9611369.7850639
2010-01-28,1.27174,1.28562,1.24985,1.28413,199508149.03766
2010-01-29,1.28413,1.29426,1.24985,1.25935,46323829.715023
2010-02-01,1.25935,1.28197,1.25305,1.26826,7030490.587578
2010-02-02,1.26911,1.29004,1.25727,1.28261,24464357.95108
2010-02-03,1.27098,1.28197,1.26693,1.27672,17745468.290393
2010-02-04,1.25935,1.27379,1.23622,1.24787,18997314.57636
2010-02-05,1.24985,1.25502,1.2029,1.24648,7433337.2466506
2010-02-08,1.23766,1.25305,1.22243,1.23249,6876085.3839564
2010-02-09,1.23494,1.25935,1.21879,1.23098,2616026.9640549
2010-02-10,1.22177,1.2276,1.19633,1.21738,7975017.5836709
2010-02-11,1.21472,1.24985,1.19569,1.24133,5105468.7142697
2010-02-12,1.23041,1.26019,1.21661,1.25782,2251097.2895235
2010-02-16,1.26094,1.26911,1.25154,1.26693,5831887.8425445
2010-02-17,1.27539,1.27539,1.24442,1.26158,7005695.4358894
2010-02-18,1.2662,1.26826,1.25371,1.26469,6373408.4169894
2010-02-19,1.26826,1.27672,1.25782,1.2704,5168958.3616994
2010-02-22,1.26826,1.27465,1.24845,1.25727,11681232.409152
2010-02-23,1.25727,1.26741,1.24133,1.25935,25117563.216508
2010-02-24,1.26826,1.2951,1.26158,1.28562,11760570.504053
2010-02-25,1.3045,1.33295,1.28197,1.31079,32009742.017217
2010-02-26,1.30807,1.3182,1.30168,1.31492,3872740.6831492
2010-03-01,1.35529,1.36215,1.31315,1.32583,12035692.309581
2010-03-02,1.3182,1.35801,1.3182,1.3568,13536203.718603
2010-03-03,1.35886,1.44497,1.35886,1.37051,14674309.701786
2010-03-04,1.37773,1.39445,1.34065,1.38112,5472954.5900063
2010-03-05,1.38054,1.42448,1.38054,1.40309,5197033.9716012
2010-03-08,1.41172,1.41445,1.38337,1.39923,3062520.7587034
2010-03-09,1.40833,1.44928,1.38749,1.40232,12732065.422857
2010-03-10,1.40994,1.44805,1.40309,1.4304,7518938.0345038
2010-03-11,1.43405,1.44732,1.43405,1.43923,5445496.7287291
2010-03-12,1.44206,1.44928,1.40833,1.42365,6876692.4817427
2010-03-15,1.41754,1.41754,1.37914,1.40703,2472283.249626
2010-03-16,1.40703,1.42617,1.38835,1.41293,2238614.5069722
2010-03-17,1.41999,1.44871,1.41754,1.4414,4269250.093401
2010-03-18,1.44497,1.44928,1.41172,1.44805,2921343.8963178
2010-03-19,1.44928,1.46945,1.42703,1.45725,8782223.3208625
2010-03-22,1.43998,1.46035,1.42766,1.44497,6532489.3386485
2010-03-23,1.44805,1.47114,1.4457,1.46514,3889409.2451737
2010-03-24,1.46375,1.46375,1.41839,1.42178,2117461.2206926
2010-03-25,1.43117,1.43117,1.39923,1.42365,8051384.0946709
2010-03-26,1.42448,1.46375,1.42448,1.44288,7244732.2010736
2010-03-29,1.45584,1.47838,1.44497,1.46514,4084841.4781357
2010-03-30,1.46945,1.48599,1.44644,1.47688,4883004.6535647
2010-03-31,1.47762,1.49885,1.46176,1.49001,9134297.4335005
2010-04-01,1.4997,1.50702,1.45584,1.48514,4479167.466525
2010-04-05,1.4997,1.50044,1.43405,1.46805,8445582.2729998
2010-04-06,1.45295,1.50927,1.44928,1.49885,3253852.418899
2010-04-07,1.49153,1.5028,1.47838,1.48383,1995306.7556079
2010-04-08,1.48383,1.48383,1.4551,1.4566,1933862.0691422
2010-04-09,1.4566,1.45941,1.43696,1.45001,2735699.7838033
2010-04-12,1.44346,1.46035,1.42544,1.45079,3955827.8731507
2010-04-13,1.43923,1.46646,1.43117,1.46035,3265163.6092312
2010-04-14,1.4949,1.56212,1.48514,1.5614,6599120.9833926
2010-04-15,1.56541,1.59415,1.56541,1.59124,8483477.9558643
2010-04-16,1.5921,1.59283,1.57041,1.5856,4744799.3750799
2010-04-19,1.57104,1.59715,1.54362,1.5871,6716578.4287632
2010-04-20,1.6284,1.65818,1.6072,1.62101,11737362.327278
2010-04-21,1.63039,1.65374,1.55527,1.58252,7453552.5378469
2010-04-22,1.58252,1.58401,1.5198,1.56007,8887261.8887121
2010-04-23,1.55254,1.56675,1.52785,1.55697,2602159.5725177
2010-04-26,1.54729,1.59565,1.54362,1.57912,3518067.7659527
2010-04-27,1.58401,1.58401,1.50861,1.52194,3458135.4985335
2010-04-28,1.53471,1.54281,1.49885,1.52269,4330886.4949572
2010-04-29,1.54589,1.57979,1.54589,1.55086,4393800.9971157
2010-04-30,1.56288,1.5718,1.48449,1.48599,4971108.388431
2010-05-03,1.49642,1.55583,1.47762,1.53067,5848705.5163058
2010-05-04,1.5198,1.5198,1.44346,1.45295,7672299.4559665
2010-05-05,1.44497,1.45368,1.39153,1.41999,8646542.2910678
2010-05-06,1.41839,1.41904,1.34451,1.39153,12632171.209934
2010-05-07,1.39445,1.41293,1.33229,1.39782,8314140.2768702
2010-05-10,1.44928,1.51538,1.44928,1.5028,12342095.627356
2010-05-11,1.47341,1.50702,1.46176,1.49736,2999318.6839093
2010-05-12,1.49001,1.51601,1.48514,1.50157,4875027.1756372
2010-05-13,1.50927,1.50927,1.47276,1.48263,4028061.8588692
2010-05-14,1.47914,1.48449,1.42909,1.46579,6966138.2222416
2010-05-17,1.46739,1.48673,1.44346,1.48673,4041556.471064
2010-05-18,1.49293,1.51293,1.44497,1.4551,4668496.7691101
2010-05-19,1.43773,1.46945,1.37172,1.45079,7989683.7880847
2010-05-20,1.43257,1.47114,1.40833,1.4566,15348784.691407
2010-05-21,1.44206,1.46739,1.41605,1.43558,11360045.727741
2010-05-24,1.43117,1.44928,1.39923,1.40506,6626440.3837713
2010-05-25,1.37716,1.40177,1.34233,1.3936,9389203.9478328
2010-05-26,1.41754,1.47979,1.41172,1.45079,13055808.305475
2010-05-27,1.47612,1.5614,1.47032,1.54663,14706123.755949
2010-05-28,1.55292,1.55715,1.47114,1.49642,10976743.357049
2010-06-01,1.49736,1.5213,1.47415,1.47762,6292770.9198095
2010-06-02,1.47415,1.52983,1.47415,1.52983,11891831.43593
2010-06-03,1.52609,1.59415,1.52609,1.56962,8918383.6383833
2010-06-04,1.55086,1.55367,1.49153,1.50778,4355745.5516761
2010-06-07,1.51293,1.52908,1.48928,1.50505,10145466.725176
2010-06-08,1.51765,1.52908,1.49426,1.52834,16454054.139941
2010-06-09,1.53985,1.5871,1.51904,1.52675,11073037.586608
